gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
M,35,widowed,basic,3,unemployed,0,12,0,no,0,tenant,8,13387,other,29,no,yes
F,28,married,univ,0,self_employ,2,7,63750,yes,42592,owner,1,77936,home_improv,38,yes,no
F,41,divorced,highsch,3,self_employ,5,14,57375,no,0,tenant,14,34585,other,37,no,no
F,33,married,highsch,1,self_employ,6,6,57375,yes,36774,owner,12,42760,home_improv,44,yes,no
F,33,single,univ,0,self_employ,8,12,95625,no,0,owner_morg,13,49808,home_improv,55,yes,no
F,22,widowed,highsch,1,full_time,0,3,31875,no,0,owner_morg,7,28206,debt_consol,42,no,yes
M,44,married,highsch,1,part_time,1,3,28688,yes,40476,tenant,1,31874,other,55,no,no
F,34,divorced,basic,3,self_employ,6,6,38250,no,0,tenant,7,11941,wedding,33,no,no
F,29,divorced,basic,0,self_employ,3,5,25500,no,0,tenant,6,12743,debt_consol,46,no,yes
F,35,single,highsch,0,part_time,6,6,28688,no,0,tenant,13,13112,other,30,no,no
M,28,married,highsch,2,unemployed,0,7,0,yes,44221,tenant,4,18282,vehicle,36,no,no
F,33,married,highsch,2,full_time,5,10,47813,yes,54064,owner,2,78240,debt_consol,46,yes,no
M,43,married,basic,2,part_time,0,16,19125,yes,24937,tenant,1,20426,debt_consol,44,no,no
M,36,single,univ,0,full_time,2,2,79688,no,0,tenant,5,29622,debt_consol,44,no,no
F,24,divorced,univ,1,part_time,2,2,31875,no,0,tenant,8,9430,other,9,no,yes
M,37,single,univ,0,self_employ,5,14,95625,no,0,tenant,9,7849,wedding,6,no,yes
M,38,married,basic,3,part_time,1,3,19125,yes,30362,owner_morg,9,19177,holidays,46,yes,no
F,50,widowed,postgrad,2,full_time,8,10,148750,no,0,tenant,6,103658,other,71,no,no
M,50,single,univ,0,self_employ,5,9,111563,no,0,owner,4,68433,home_improv,45,no,yes
F,22,widowed,univ,1,part_time,2,2,31875,no,0,tenant,8,10410,wedding,30,no,no
F,42,divorced,highsch,3,unemployed,0,13,0,no,0,tenant,1,10896,other,56,no,yes
M,29,widowed,highsch,2,unemployed,0,2,0,no,0,owner,6,16961,debt_consol,42,no,no
M,39,divorced,postgrad,0,full_time,1,11,127500,no,0,tenant,9,103728,other,80,no,no
F,44,single,highsch,0,full_time,9,13,47813,no,0,owner_morg,5,33910,home_improv,30,no,no
F,36,married,basic,1,unemployed,0,2,0,yes,26876,owner,7,24018,other,51,no,no
F,36,single,postgrad,0,full_time,0,2,127500,no,0,owner,13,98372,home_improv,37,yes,no
M,42,single,highsch,0,unemployed,0,10,0,no,0,owner,7,9338,wedding,8,no,yes
F,21,married,basic,1,full_time,0,0,21250,yes,35695,tenant,6,44803,debt_consol,58,no,no
F,46,divorced,highsch,2,unemployed,0,10,0,no,0,tenant,6,14062,debt_consol,54,no,yes
M,32,married,univ,2,self_employ,6,11,95625,yes,36384,tenant,13,97076,debt_consol,53,no,no
F,26,married,highsch,1,unemployed,0,5,0,yes,1290,owner_morg,2,12786,holidays,50,no,no
F,29,married,univ,3,full_time,3,5,53125,yes,46016,owner_morg,6,83219,debt_consol,58,no,no
M,33,married,univ,3,self_employ,6,8,95625,no,0,owner_morg,6,87887,home_improv,50,no,yes
M,32,divorced,postgrad,1,full_time,5,9,127500,no,0,tenant,11,29635,other,29,no,yes
F,21,single,highsch,0,self_employ,0,2,38250,no,0,tenant,7,17666,debt_consol,43,no,yes
M,33,single,univ,0,full_time,6,10,79688,no,0,owner,2,76103,home_improv,44,yes,no
M,36,single,basic,0,full_time,9,12,31875,no,0,owner,3,8062,vehicle,12,yes,yes
F,38,married,univ,2,part_time,10,14,47813,yes,51576,tenant,5,66776,debt_consol,55,no,yes
F,30,widowed,highsch,3,unemployed,0,7,0,no,0,tenant,7,19164,wedding,34,no,yes
M,30,divorced,univ,2,part_time,2,10,47813,no,0,owner_morg,14,40012,home_improv,34,yes,no
F,40,divorced,highsch,2,part_time,8,14,28688,no,0,tenant,8,27982,other,25,no,yes
F,48,single,univ,0,part_time,1,11,47813,no,0,tenant,3,12410,other,52,no,yes
F,38,married,univ,3,unemployed,0,0,0,yes,31417,owner,4,15476,other,41,yes,no
F,32,married,univ,1,unemployed,0,3,0,no,0,tenant,14,19992,holidays,59,no,no
M,52,married,highsch,2,full_time,8,23,55781,yes,53359,tenant,2,97500,debt_consol,48,no,no
M,33,divorced,univ,2,part_time,7,6,47813,no,0,owner_morg,14,29717,debt_consol,60,no,yes
F,39,single,univ,0,part_time,0,8,47813,no,0,tenant,4,24568,other,34,no,yes
M,58,divorced,univ,1,self_employ,19,22,111563,no,0,owner_morg,11,83168,home_improv,52,yes,no
M,33,divorced,univ,3,full_time,5,6,79688,no,0,owner_morg,9,43846,debt_consol,56,yes,no
F,44,single,univ,0,full_time,9,13,79688,no,0,tenant,13,54977,other,40,no,yes
F,24,widowed,basic,1,full_time,2,2,21250,no,0,tenant,6,6830,other,7,no,no
M,31,married,univ,3,full_time,4,7,79688,yes,71795,owner_morg,5,26702,holidays,47,yes,no
F,33,single,highsch,0,unemployed,0,12,0,no,0,owner,13,14837,debt_consol,58,no,yes
M,43,widowed,univ,2,unemployed,0,11,0,no,0,tenant,5,16508,vehicle,57,no,yes
M,24,single,highsch,0,unemployed,0,2,0,no,0,owner_morg,5,8285,vehicle,9,no,yes
M,26,married,highsch,1,self_employ,1,2,38250,yes,41167,tenant,8,16301,other,44,no,no
M,27,single,basic,0,part_time,5,6,12750,no,0,owner_morg,5,16187,vehicle,35,yes,no
M,21,single,highsch,0,self_employ,2,2,38250,no,0,tenant,7,26807,vehicle,39,no,yes
M,42,divorced,highsch,2,self_employ,5,16,57375,no,0,owner,13,6324,debt_consol,7,no,yes
F,33,single,univ,0,unemployed,0,9,0,no,0,owner,14,5368,vehicle,12,no,no
F,28,single,highsch,0,self_employ,3,6,38250,no,0,owner,5,27261,other,38,no,yes
M,30,married,highsch,3,unemployed,0,2,0,no,0,tenant,5,5556,other,9,no,no
F,28,single,postgrad,0,full_time,5,6,85000,no,0,tenant,8,21710,debt_consol,51,yes,no
F,27,divorced,basic,1,full_time,1,6,21250,no,0,tenant,4,16083,debt_consol,60,no,yes
F,28,married,highsch,2,unemployed,0,6,0,yes,15587,owner,6,11602,debt_consol,49,yes,no
F,51,single,univ,0,full_time,5,23,92969,no,0,owner,9,84454,debt_consol,56,no,yes
F,26,widowed,univ,1,self_employ,4,4,63750,no,0,tenant,7,32680,debt_consol,48,no,no
M,26,divorced,univ,1,unemployed,0,5,0,no,0,tenant,1,8153,other,9,no,yes
M,31,single,basic,0,self_employ,1,10,38250,no,0,owner,15,32059,debt_consol,35,yes,no
M,32,single,univ,0,self_employ,0,2,95625,no,0,tenant,2,79573,debt_consol,45,no,yes
M,32,married,univ,2,self_employ,7,7,95625,no,0,tenant,5,51503,other,37,no,no
M,31,divorced,univ,0,part_time,7,8,47813,no,0,owner_morg,4,40357,home_improv,54,yes,no
F,27,widowed,basic,3,unemployed,0,0,0,no,0,tenant,7,6562,vehicle,12,no,no
F,21,divorced,highsch,1,part_time,0,0,19125,no,0,tenant,8,6958,vehicle,11,no,yes
M,41,single,basic,0,full_time,3,4,31875,no,0,tenant,8,24367,vehicle,55,no,no
F,35,single,highsch,0,unemployed,0,9,0,no,0,tenant,10,9848,debt_consol,7,no,yes
F,45,married,univ,0,full_time,14,14,79688,yes,43275,owner,4,103686,debt_consol,73,yes,no
M,38,married,highsch,0,full_time,3,8,47813,yes,55439,owner_morg,3,103142,debt_consol,90,no,no
F,27,married,univ,2,full_time,3,5,53125,yes,42897,owner_morg,3,41938,home_improv,34,no,no
M,25,single,basic,0,self_employ,1,2,25500,no,0,tenant,9,10152,other,30,no,yes
F,28,single,postgrad,0,full_time,2,2,85000,no,0,tenant,9,37378,debt_consol,60,no,yes
M,29,widowed,univ,1,full_time,0,6,53125,no,0,owner,7,22526,other,30,no,yes
F,40,married,highsch,1,full_time,9,18,47813,no,0,tenant,8,5931,holidays,11,no,no
F,34,single,univ,0,unemployed,0,10,0,no,0,tenant,10,6347,other,7,no,no
F,39,single,univ,0,part_time,6,17,47813,no,0,owner,3,21021,other,29,yes,yes
M,28,widowed,highsch,2,full_time,0,7,31875,no,0,tenant,4,12925,debt_consol,26,no,no
F,32,divorced,basic,2,self_employ,5,9,38250,no,0,owner_morg,14,19429,wedding,34,yes,no
F,35,divorced,highsch,0,self_employ,6,11,57375,no,0,tenant,12,39403,debt_consol,55,no,yes
M,33,divorced,highsch,0,part_time,1,2,28688,no,0,tenant,8,8880,debt_consol,11,no,no
F,34,single,highsch,0,part_time,6,7,28688,no,0,tenant,5,18598,vehicle,48,no,yes
M,36,married,highsch,2,unemployed,0,10,0,yes,42378,tenant,4,7676,other,6,no,yes
M,25,divorced,highsch,1,self_employ,2,4,38250,no,0,owner,2,10270,vehicle,56,yes,no
M,24,married,highsch,1,self_employ,1,5,38250,no,0,tenant,5,6716,debt_consol,8,no,no
M,38,married,highsch,3,unemployed,0,11,0,yes,55873,tenant,2,15930,vehicle,52,yes,no
M,33,single,highsch,0,self_employ,8,12,57375,no,0,owner_morg,15,10017,vehicle,49,yes,no
F,27,single,postgrad,0,full_time,0,1,85000,no,0,owner_morg,1,11457,debt_consol,24,yes,no
F,25,married,univ,0,unemployed,0,3,0,yes,19536,owner_morg,8,11126,vehicle,57,no,yes
M,40,single,highsch,0,full_time,8,10,47813,no,0,tenant,2,34699,debt_consol,45,no,yes
M,30,divorced,basic,1,full_time,5,7,31875,no,0,owner_morg,2,15410,debt_consol,37,no,yes
F,26,widowed,highsch,1,part_time,1,2,19125,no,0,owner,7,18742,wedding,46,no,no
M,32,single,basic,0,part_time,6,10,19125,no,0,tenant,11,15216,other,33,no,yes
M,48,married,highsch,3,part_time,13,17,28688,no,0,tenant,12,27289,debt_consol,29,no,no
F,23,single,basic,0,part_time,3,4,12750,no,0,tenant,3,7085,other,12,no,yes
M,27,divorced,univ,0,full_time,2,7,53125,no,0,owner,8,40512,home_improv,27,no,yes
F,38,widowed,postgrad,2,full_time,8,15,127500,no,0,owner,14,15690,debt_consol,33,yes,no
M,28,married,highsch,0,unemployed,0,2,0,yes,32980,owner,8,32318,home_improv,57,no,yes
M,44,single,highsch,0,unemployed,0,9,0,no,0,tenant,12,13365,vehicle,27,no,yes
F,41,divorced,highsch,3,self_employ,2,17,57375,no,0,tenant,6,39178,other,36,no,yes
M,33,married,univ,2,part_time,7,9,47813,yes,55459,owner_morg,5,78138,debt_consol,44,yes,no
M,38,widowed,basic,1,unemployed,0,2,0,no,0,tenant,6,13496,other,48,no,no
F,41,divorced,univ,2,part_time,1,4,47813,no,0,tenant,10,6906,debt_consol,8,no,yes
F,42,divorced,highsch,0,full_time,1,13,47813,no,0,tenant,11,38107,debt_consol,58,no,yes
M,28,single,univ,0,full_time,4,4,53125,no,0,tenant,7,34745,debt_consol,43,no,yes
M,34,married,postgrad,0,unemployed,0,13,0,yes,48131,tenant,3,22069,vehicle,34,no,no
F,34,widowed,univ,0,full_time,7,12,79688,no,0,owner,14,24751,vehicle,44,no,no
F,32,single,highsch,0,unemployed,0,0,0,no,0,tenant,6,19417,debt_consol,35,no,no
F,26,married,highsch,1,part_time,4,6,19125,yes,35402,tenant,8,17737,vehicle,54,no,no
F,28,married,postgrad,1,full_time,2,4,85000,yes,45768,tenant,10,65591,other,24,no,yes
F,41,single,univ,0,unemployed,0,6,0,no,0,tenant,13,5092,wedding,10,no,yes
F,31,divorced,univ,1,full_time,1,9,79688,no,0,owner,9,73610,home_improv,38,no,no
M,25,divorced,basic,0,part_time,0,1,12750,no,0,tenant,4,13071,wedding,34,no,yes
M,29,single,highsch,0,part_time,3,7,19125,no,0,owner_morg,5,13613,vehicle,57,no,yes
M,35,divorced,highsch,1,self_employ,8,6,57375,no,0,tenant,12,54319,debt_consol,50,no,no
M,35,single,highsch,0,part_time,6,10,28688,no,0,tenant,10,11618,wedding,26,no,no
F,23,single,basic,0,full_time,3,3,21250,no,0,tenant,3,8417,vehicle,7,no,yes
F,33,married,basic,0,full_time,2,7,31875,yes,57771,tenant,1,86588,other,60,no,yes
M,48,single,univ,0,self_employ,10,10,95625,no,0,owner,12,26954,other,34,yes,no
F,27,divorced,highsch,0,self_employ,1,2,38250,no,0,owner,5,29646,other,38,no,yes
F,23,married,univ,0,full_time,3,3,53125,no,0,tenant,5,28877,debt_consol,38,no,yes
F,21,divorced,highsch,1,full_time,1,1,31875,no,0,owner,3,15975,other,31,no,no
M,42,single,highsch,0,part_time,5,16,28688,no,0,tenant,11,11945,other,31,no,yes
F,43,widowed,highsch,3,full_time,4,6,47813,no,0,owner,5,6938,vehicle,10,yes,no
M,40,divorced,postgrad,2,full_time,8,14,127500,no,0,owner_morg,6,18431,vehicle,42,no,yes
M,26,widowed,basic,1,part_time,0,5,12750,no,0,tenant,5,18057,vehicle,42,no,no
M,26,widowed,highsch,0,unemployed,0,6,0,no,0,tenant,3,11989,debt_consol,26,no,no
M,35,widowed,highsch,0,part_time,0,13,28688,no,0,tenant,14,18025,wedding,44,no,no
M,24,divorced,basic,0,full_time,0,5,21250,no,0,tenant,3,8191,vehicle,8,no,yes
F,30,married,highsch,3,full_time,5,5,47813,yes,54996,owner,5,68404,debt_consol,57,no,no
F,40,widowed,basic,3,full_time,8,15,31875,no,0,owner,14,30213,home_improv,33,no,no
M,41,divorced,postgrad,1,full_time,0,8,127500,no,0,owner_morg,6,98818,home_improv,37,no,no
F,40,single,basic,0,self_employ,5,14,38250,no,0,tenant,1,36679,other,52,no,no
M,29,divorced,basic,3,self_employ,0,2,25500,no,0,owner,8,9701,other,10,yes,no
M,29,divorced,basic,2,self_employ,0,7,25500,no,0,owner,8,24498,other,49,no,yes
F,26,single,highsch,0,unemployed,0,1,0,no,0,owner,7,10601,wedding,29,yes,no
M,26,divorced,univ,1,full_time,4,6,53125,no,0,tenant,2,27902,other,41,no,yes
F,30,divorced,univ,1,part_time,3,7,47813,no,0,tenant,14,27328,vehicle,53,no,no
M,25,married,highsch,1,full_time,1,1,31875,no,0,tenant,10,7141,other,7,no,yes
M,30,divorced,univ,1,full_time,5,4,79688,no,0,owner,9,65233,debt_consol,33,yes,no
F,33,single,highsch,0,unemployed,0,12,0,no,0,tenant,14,13663,vehicle,59,no,yes
F,25,divorced,basic,1,full_time,2,4,21250,no,0,tenant,10,10423,debt_consol,58,no,no
F,30,widowed,basic,0,part_time,6,9,19125,no,0,owner,11,15894,debt_consol,34,yes,no
F,29,single,univ,0,full_time,4,7,53125,no,0,owner,9,48915,home_improv,24,no,no
F,34,married,univ,1,self_employ,7,6,95625,yes,71709,owner,11,30899,home_improv,24,no,no
F,43,widowed,basic,2,self_employ,13,15,38250,no,0,tenant,10,11246,vehicle,38,no,no
F,51,married,highsch,0,self_employ,8,12,66938,yes,60357,owner_morg,3,112019,debt_consol,48,yes,no
F,46,single,basic,0,full_time,9,15,31875,no,0,tenant,3,7146,wedding,6,no,no
F,29,married,basic,3,full_time,0,0,21250,yes,35903,owner,1,54813,home_improv,57,yes,no
M,35,married,postgrad,1,unemployed,0,0,0,yes,10238,tenant,12,5466,other,9,no,no
F,26,single,basic,0,unemployed,0,1,0,no,0,owner_morg,10,11883,debt_consol,26,yes,no
F,35,widowed,highsch,0,full_time,9,14,47813,no,0,tenant,11,24994,other,45,no,no
M,37,single,univ,0,full_time,10,9,79688,no,0,tenant,13,27507,debt_consol,25,yes,no
M,38,divorced,highsch,0,self_employ,7,15,57375,no,0,tenant,4,49787,debt_consol,33,yes,no
F,29,single,univ,0,self_employ,6,6,63750,no,0,tenant,5,35900,other,26,no,yes
F,36,single,basic,0,self_employ,2,12,38250,no,0,tenant,10,30668,debt_consol,50,no,yes
F,34,divorced,univ,2,part_time,8,13,47813,no,0,tenant,7,18787,debt_consol,24,no,no
M,30,widowed,univ,0,full_time,1,3,79688,no,0,tenant,12,11301,vehicle,47,no,no
M,26,single,highsch,0,full_time,3,6,31875,no,0,tenant,10,21687,other,49,no,yes
M,41,widowed,highsch,2,full_time,6,6,47813,no,0,owner,7,23488,other,50,no,no
F,23,married,univ,0,part_time,1,4,31875,no,0,tenant,6,23946,holidays,47,no,yes
F,46,single,highsch,0,full_time,11,14,47813,no,0,tenant,1,23546,other,31,no,yes
M,26,single,univ,0,full_time,3,4,53125,no,0,tenant,9,40624,debt_consol,28,no,no
M,32,divorced,univ,3,full_time,7,6,79688,no,0,tenant,14,23598,wedding,54,no,yes
F,35,married,postgrad,2,full_time,5,8,127500,yes,68736,tenant,11,146092,debt_consol,80,no,no
F,31,widowed,univ,2,part_time,3,6,47813,no,0,owner_morg,7,47656,home_improv,25,no,no
F,29,widowed,univ,1,unemployed,0,9,0,no,0,tenant,3,19695,wedding,36,no,yes
M,41,widowed,highsch,1,part_time,12,17,28688,no,0,tenant,14,22008,debt_consol,34,no,yes
M,34,single,postgrad,0,full_time,8,12,127500,no,0,owner,4,99969,debt_consol,28,no,yes
F,22,single,univ,0,full_time,1,3,53125,no,0,owner_morg,4,45459,home_improv,39,no,yes
M,38,divorced,highsch,0,unemployed,0,10,0,no,0,owner_morg,11,5687,vehicle,12,yes,no
F,33,divorced,highsch,2,part_time,0,3,28688,no,0,tenant,2,27477,vehicle,42,no,no
F,42,married,basic,2,full_time,9,10,31875,yes,39607,tenant,7,9923,holidays,9,no,no
F,49,married,basic,2,part_time,5,22,19125,yes,43807,tenant,15,33813,other,40,no,no
F,28,divorced,postgrad,0,full_time,3,8,85000,no,0,owner_morg,8,80261,home_improv,45,yes,no
F,39,married,highsch,2,full_time,5,14,47813,yes,54603,tenant,9,56881,debt_consol,42,no,no
M,30,divorced,highsch,1,part_time,1,5,28688,no,0,tenant,6,27272,wedding,48,no,yes
F,26,single,highsch,0,unemployed,0,6,0,no,0,tenant,2,11402,vehicle,49,no,yes
M,24,single,univ,0,full_time,2,5,53125,no,0,owner_morg,8,36917,home_improv,33,yes,yes
M,36,married,univ,3,full_time,2,10,79688,yes,32029,tenant,5,89727,other,27,yes,no
M,36,divorced,highsch,3,full_time,3,10,47813,no,0,tenant,12,5244,vehicle,10,no,yes
M,30,widowed,basic,0,full_time,0,7,31875,no,0,tenant,13,11368,vehicle,54,no,no
F,41,single,highsch,0,self_employ,9,10,57375,no,0,owner,7,44472,home_improv,26,no,no
M,22,divorced,univ,0,unemployed,0,1,0,no,0,tenant,4,17207,other,48,no,yes
M,30,married,highsch,0,unemployed,0,2,0,yes,1908,owner,2,12585,vehicle,37,yes,yes
F,36,single,highsch,0,part_time,6,12,28688,no,0,tenant,5,26748,wedding,56,no,no
M,35,married,basic,1,unemployed,0,6,0,yes,27460,owner_morg,10,23751,debt_consol,33,yes,no
F,43,widowed,postgrad,1,full_time,7,6,127500,no,0,owner,3,49309,debt_consol,42,no,no
M,25,divorced,univ,3,full_time,3,2,53125,no,0,tenant,4,41785,other,49,no,yes
F,44,married,highsch,2,part_time,7,9,28688,yes,44449,owner,13,12512,debt_consol,43,no,no
F,35,single,highsch,0,full_time,8,9,47813,no,0,tenant,8,12699,debt_consol,33,no,yes
F,37,divorced,highsch,2,self_employ,5,13,57375,no,0,tenant,11,16054,other,28,yes,no
M,40,married,postgrad,3,unemployed,0,6,0,no,0,owner,7,7379,other,6,no,no
M,42,divorced,highsch,3,full_time,8,10,47813,no,0,tenant,13,38498,debt_consol,57,no,yes
M,35,divorced,highsch,1,part_time,4,13,28688,no,0,tenant,3,15082,wedding,47,no,yes
M,30,married,univ,3,unemployed,0,2,0,yes,23230,tenant,4,12841,debt_consol,56,no,no
F,44,divorced,basic,0,self_employ,4,10,38250,no,0,tenant,14,18261,other,34,no,yes
F,32,single,postgrad,0,full_time,5,10,127500,no,0,owner,8,35043,home_improv,24,no,yes
M,28,widowed,basic,0,full_time,0,8,21250,no,0,tenant,5,17635,wedding,37,no,no
M,39,single,univ,0,part_time,5,14,47813,no,0,tenant,6,11513,vehicle,30,no,yes
F,27,married,highsch,1,full_time,4,3,31875,yes,34854,owner_morg,10,8909,other,7,no,no
M,31,married,univ,0,full_time,1,6,79688,yes,33996,owner_morg,15,9072,debt_consol,8,no,yes
M,25,single,highsch,0,full_time,0,1,31875,no,0,owner,2,6856,vehicle,12,yes,no
M,33,married,univ,0,part_time,5,12,47813,no,0,owner,6,18570,vehicle,52,yes,no
F,28,single,highsch,0,full_time,2,2,31875,no,0,tenant,1,27096,vehicle,39,no,no
F,25,single,univ,0,self_employ,1,5,63750,no,0,tenant,1,17595,vehicle,26,no,yes
F,24,single,highsch,0,unemployed,0,2,0,no,0,owner,4,13574,vehicle,60,no,yes
M,22,married,univ,1,full_time,0,3,53125,no,0,owner_morg,6,34479,debt_consol,41,no,no
F,37,married,highsch,1,unemployed,0,1,0,yes,14787,owner_morg,4,11875,holidays,48,no,no
F,36,married,univ,1,part_time,7,6,47813,yes,52970,owner_morg,9,52134,home_improv,45,yes,no
F,25,single,univ,0,self_employ,2,2,63750,no,0,owner_morg,7,33562,home_improv,56,no,yes
F,41,married,univ,1,unemployed,0,18,0,yes,2872,owner_morg,9,9390,holidays,6,yes,no
F,36,single,highsch,0,part_time,9,14,28688,no,0,tenant,2,9660,wedding,9,no,yes
M,44,divorced,highsch,2,unemployed,0,4,0,no,0,tenant,7,9581,wedding,11,no,yes
F,33,divorced,highsch,0,part_time,8,8,28688,no,0,owner_morg,9,22607,vehicle,25,yes,no
M,37,married,univ,1,part_time,5,9,47813,yes,52912,owner_morg,2,79113,home_improv,25,yes,no
M,35,married,postgrad,1,full_time,8,11,127500,yes,44321,owner,2,38315,debt_consol,29,no,yes
M,31,single,highsch,0,full_time,0,7,47813,no,0,tenant,2,30908,debt_consol,25,no,yes
M,44,single,basic,0,full_time,4,5,31875,no,0,owner,15,25056,vehicle,45,yes,no
F,28,married,highsch,1,full_time,3,6,31875,yes,48843,owner,7,54849,home_improv,40,yes,no
M,23,widowed,highsch,1,full_time,3,3,31875,no,0,owner_morg,3,30404,home_improv,57,no,no
M,23,single,highsch,0,self_employ,0,4,38250,no,0,tenant,5,12539,debt_consol,47,no,yes
F,37,married,univ,3,part_time,3,12,47813,yes,52832,owner,14,24624,holidays,30,no,yes
F,32,married,basic,0,self_employ,0,4,38250,yes,57727,tenant,12,23197,holidays,25,no,yes
M,35,divorced,highsch,3,part_time,1,2,28688,no,0,tenant,10,6496,vehicle,12,no,yes
M,25,single,basic,0,unemployed,0,0,0,no,0,tenant,9,18262,other,44,no,yes
M,31,single,highsch,0,self_employ,2,3,57375,no,0,tenant,11,43370,other,49,no,yes
M,34,divorced,univ,0,self_employ,8,13,95625,no,0,owner_morg,7,80239,debt_consol,54,yes,no
F,33,divorced,highsch,0,unemployed,0,2,0,no,0,tenant,2,14798,debt_consol,53,no,yes
F,26,divorced,highsch,2,unemployed,0,6,0,no,0,tenant,5,6031,wedding,10,no,yes
F,39,divorced,highsch,0,unemployed,0,14,0,no,0,tenant,7,15597,debt_consol,41,no,yes
F,40,divorced,univ,1,self_employ,1,10,95625,no,0,tenant,10,93982,other,31,no,no
M,35,divorced,basic,2,full_time,7,8,31875,no,0,tenant,2,12942,other,43,no,yes
F,24,single,highsch,0,full_time,0,5,31875,no,0,tenant,6,27011,other,41,no,yes
F,36,married,basic,2,self_employ,2,12,38250,yes,59423,tenant,2,35726,other,48,no,no
F,29,divorced,highsch,2,full_time,3,6,31875,no,0,tenant,10,24161,debt_consol,26,no,yes
F,25,single,univ,0,part_time,2,6,31875,no,0,tenant,7,18075,debt_consol,33,no,yes
M,41,single,highsch,0,unemployed,0,11,0,no,0,owner_morg,2,5976,wedding,12,no,yes
F,25,divorced,highsch,2,full_time,4,6,31875,no,0,tenant,6,19477,other,28,no,yes
F,26,divorced,highsch,0,full_time,4,5,31875,no,0,tenant,9,28135,other,31,no,yes
M,31,divorced,highsch,0,unemployed,0,4,0,no,0,owner_morg,5,6313,other,11,yes,yes
F,36,divorced,univ,2,unemployed,0,12,0,no,0,owner,9,6138,vehicle,7,yes,no
M,31,married,postgrad,2,unemployed,0,10,0,yes,48633,owner_morg,14,41000,home_improv,28,no,no
M,29,married,highsch,0,unemployed,0,0,0,yes,16178,owner,6,11474,holidays,48,yes,no
F,29,married,basic,3,unemployed,0,7,0,yes,45405,owner_morg,5,7844,vehicle,7,yes,no
F,35,divorced,highsch,1,full_time,4,9,47813,no,0,tenant,9,23415,other,41,no,yes
F,25,single,basic,0,unemployed,0,6,0,no,0,owner,4,18805,vehicle,55,no,yes
F,27,divorced,highsch,2,full_time,1,1,31875,no,0,owner,3,11216,other,40,yes,no
M,38,married,basic,0,self_employ,0,13,38250,yes,57063,tenant,3,59503,debt_consol,60,no,yes
M,34,married,basic,0,full_time,0,4,31875,no,0,tenant,7,29728,debt_consol,28,no,yes
M,23,widowed,univ,1,full_time,3,4,53125,no,0,owner,4,6794,vehicle,7,no,no
M,25,divorced,univ,0,full_time,2,2,53125,no,0,owner_morg,5,21006,vehicle,42,yes,yes
F,30,single,basic,0,full_time,0,6,31875,no,0,tenant,6,16328,other,51,no,yes
M,25,divorced,highsch,0,full_time,0,0,31875,no,0,tenant,1,20037,wedding,49,no,no
M,28,single,univ,0,unemployed,0,1,0,no,0,tenant,5,13812,wedding,55,no,yes
F,29,single,highsch,0,part_time,3,6,19125,no,0,tenant,3,17940,debt_consol,45,no,yes
M,31,married,highsch,1,self_employ,2,9,57375,yes,29408,tenant,4,8048,debt_consol,11,no,no
F,28,married,highsch,1,unemployed,0,6,0,no,0,owner_morg,5,12796,holidays,39,no,no
M,28,married,highsch,1,unemployed,0,0,0,no,0,owner_morg,7,7026,debt_consol,6,no,no
M,33,divorced,highsch,1,full_time,8,12,47813,no,0,owner,10,22952,vehicle,32,yes,no
M,28,single,postgrad,0,full_time,4,3,85000,no,0,tenant,9,64003,other,38,no,yes
M,24,single,highsch,0,part_time,1,2,19125,no,0,tenant,6,19791,debt_consol,50,no,yes
F,39,single,highsch,0,part_time,9,11,28688,no,0,tenant,9,9765,wedding,11,no,yes
M,22,single,highsch,0,unemployed,0,2,0,no,0,tenant,3,16950,debt_consol,26,no,yes
F,39,divorced,highsch,2,full_time,11,10,47813,no,0,owner_morg,12,6554,wedding,7,no,no
F,27,divorced,postgrad,2,full_time,5,7,85000,no,0,tenant,3,46530,debt_consol,46,no,yes
F,24,widowed,highsch,1,self_employ,0,0,38250,no,0,tenant,8,9178,other,7,no,no
M,32,single,basic,0,self_employ,2,9,38250,no,0,tenant,3,12991,wedding,44,no,yes
M,27,divorced,highsch,0,part_time,4,4,19125,no,0,tenant,5,18716,debt_consol,58,no,yes
M,27,married,univ,0,self_employ,4,4,63750,yes,49222,owner_morg,9,93141,home_improv,35,no,yes
F,48,divorced,univ,3,self_employ,4,10,95625,no,0,tenant,9,32207,other,35,yes,no
M,32,single,univ,0,unemployed,0,2,0,no,0,tenant,11,12992,other,52,no,yes
M,26,single,univ,0,full_time,0,1,53125,no,0,tenant,2,37227,debt_consol,41,no,yes
M,32,married,postgrad,1,full_time,2,10,127500,yes,62221,owner_morg,5,18753,holidays,47,yes,no
M,33,married,univ,2,full_time,3,6,79688,yes,77046,tenant,8,57157,other,53,no,no
M,32,divorced,basic,2,full_time,5,11,31875,no,0,tenant,3,13419,other,46,no,yes
M,29,divorced,basic,3,part_time,6,5,12750,no,0,tenant,5,13642,wedding,28,no,yes
M,21,widowed,highsch,0,full_time,0,2,31875,no,0,owner,6,27159,vehicle,44,no,no
F,37,single,basic,0,full_time,7,8,31875,no,0,tenant,3,11735,debt_consol,58,no,no
F,26,single,highsch,0,full_time,3,6,31875,no,0,tenant,1,15030,vehicle,28,no,yes
